title;text
Vietnam laung amaran kepada Malaysia;"
DUBAI: Vietnam melaungkan amaran awal kepada skuad Harimau Malaya apabila membenam pasukan tercorot Kumpulan G, Indonesia 4-0 dalam aksi kelayakan Piala Dunia 2022/Piala Asia 2023, semalam.
Corak pantas dan jentera serangan tajam selain memiliki barisan pertahanan yang kental telah memberi kesukaran buat anak buah Tan Cheng Hoe yang dilihat masih mencari rentak permainan ketika tunduk 4-0 kepada Emiriah Arab Bersatu (UAE), 4 Jun lalu.
Kemenangan itu mengukuhkan kedudukan skuad kendalian Park Hang-Seo sebagai peneraju kumpulan G dan beliau mahu anak buahnya mengekalkan rentak permainan seperti itu menjelang aksi menentang Malaysia, 12 Jun ini.
“Selalunya saya menggunakan taktikal 3-4-3 tetapi perlawanan ini kami perlu menang jadi saya menukar kepada formasi 3-5-2. Kami bermain begitu baik pada babak pertama tapi malangnya tidak dapat menjaringkan gol.
“Dalam babak kedua, saya memberitahu pemain tidak hanya melakukan serangan menggunakan pemain sayap tapi juga perlu serang di bahagian tengah. Secara keselurahan pemain melakukan kerja dengan amat baik.
“Saya ingin berterima kasih kepada pemain. Vietnam masa mempunyai dua perlawanan dan sasaran kami adalah sekurang-kurangnya meraih satu kemenangan.
“Kami mahu berhenti raikan kemenangan ini dan memberi fokus pada perlawanan seterusnya,” katanya.
 
Penyerang berusia 23 tahun, Tien Linh berjaya membuka tirai jaringan sebelum tiga lagi gol hadir menerusi ledakan Nguyen Quang Hai, Nguyen Cong Phuong dan Vu Van Thanh.
Di sebalik kemenangan itu, Skuad Naga Emas bakal kehilangan dua tonggak tengah menjelang aksi berdepan Malaysia apabila Nguyen Quang Hai digantung satu perlawanan manakala Nguyen Tuan Anh mengalami kecederaan sekali gus memberi berita gembira buat kem negara.
“Kami membuat persediaan awal dengan setiap posisi mempunyai pilihan pemain lain dan sekarang tiba masa menggunakan khidmat mereka. Ketiadaan Hai bukan berita buruk, dia mengalami masalah kecederaan otot dan memerlukan pemulihan bagi aksi menentang UAE,” ujarnya.
"
Brazil teruskan rekod sempurna;"
MONTEVIDEO: Neymar meledak satu gol untuk membantu Brazil meneruskan rekod sempurna dalam kempen kelayakan Piala Dunia 2022 selepas menumpaskan Paraguay 2-0 hari ini.
Jaringan pemain gantian, Lucas Paqueta pada waktu kecederaan memastikan Brazil kekal mengungguli kelayakan zon Amerika Selatan dengan rekod enam kemenangan berturut-turut, sekali gus meninggalkan Argentina menerusi kelebihan enam mata.
Skuad bimbingan Tite tidak menunggu lama untuk membuka jaringan apabila Neymar menyempurnakan hantaran silang Gabriel Jesus untuk menewaskan penjaga gol, Antony Silva seawal minit keempat.
Paraguay cuba bangkit dengan mengatur asakan bertali arus pada babak kedua, namun tandukan Gustavo Gomez berjaya diselamatkan Ederson.
Marquinhos pula berpeluang menggandakan kedudukan buat Brazoil tetapi tandukannya tersasar selepas menerima hantaran lintang Neymar.
Neymar turut berpeluang menambah jaringan, namun percubaannya tersasar,  manakala satu lagi rembatannya ditepis oleh Gomez .
Ketika saingan memasuki waktu kecederaan, Neymar berjaya melakukan hantaran menemui Paqueta yang melepaskan rembatan leret kaki kiri dari dalam petak penalti.
Dalam aksi di Caracas, Venezuela mengikat Uruguay 0-0 untuk kekal di tangga keempat. – AFP
"
Benzema bikin Perancis cemas;"
PARIS: Perancis cemerlang dalam aksi pemanas badan terakhir menjelang Euro 2020 selepas membenam Bulgaria 3-0 hari ini, namun kemenangan itu dibayar dengan harga tinggi apabila Karim Benzema meninggalkan padang dalam kesakitan.
Bintang penyerang Real Madrid itu dikeluarkan pada minit ke-39 di Stade De France, hanya seminggu sebelum skuad Les Bleus membuka kempen Euro dengan menentang Jerman dalam aksi sulung Kumpulan F, Rabu depan.
Perancis juga akan berdepan juara bertahan, Portugal dan Hungary di depan penyokong di Arena Puskas di Budapest.
Benzema yang kembali dipanggil menyertai skuad Perancis selepas enam tahun mengalami kecederaan lutut untuk diganti dengan Olivier Giroud.
Giroud mempamer aksi cemerlang dengan meledak dua gol pada minit ke-83 dan 90 selepas tendangan akrobatik Antoine Griezmann terdahulu meletakkan Perancis di depan pada minit ke-29.
“Dia dikasari di lutut dan mungkin menyebabkan berlaku kecederaan tisu.
“Karim rasa tegang dan minta dikeluarkan. Pasukan perubatan akan merawatnya,” kata pengendali pasukan, Didier Deschamps kepada TF1. – AGENSI
"
Covid-19 hantui kem Sepanyol;"
MADRID: Hanya lima hari sebelum memulakan kempen Euro 2020 menentang Sweden di Seville, persiapan Sepanyol menerima tamparan hebat apabila tonggak pertahanan, Diego Llorente muncul pemain kedua dijangkiti Covid-19 selepas ketua pasukan, Sergio Busquets.
Kedua-dua pemain meninggalkan kem latihan menaiki kenderaan perubatan mengikut prosedur operasi standard (SOP) ditetapkan, manakala pemain lain yang akan menerima vaksin hari ini diasingkan untuk menjalani latihan bersendirian.
Pengendali Sepanyol, Luis Enrique masih belum mengesahkan sama ada dua pemain tersebut akan digugurkan daripada skuad kerana mereka perlu menjalani pengasingan sekurang-kurangnya 10 hari.
Itu bermakna, kedua-duanya tidak dapat diturunkan dalam aksi pembukaan Sepanyol jika masih kekal bersama pasukam.
Selain Llorente dan Busquets, lapan lagi pemain, Jose Gaya, Mikel Oyarzabal, Thiago, Adama Traore, Aymeric Laporte, Eric Garcia, Fabian Ruiz dan Ferran Torres pernah menjadi mangsa Covid-19 sebelum menyertai skuad kebangsaan.
Seandainya kes positif meningkat, Sepanyol terpaksa menggunakan pelan B dengan memanggil enam pemain yang berada dalam senarai simpanan, diketuai penjaga gol Chelsea, Kepa Arrizabalaga, Raul Albiol (Villarreal), Rodrigo Moreno (Leeds), Pablo Fornals (West Ham), Carlos Soler (Valencia) dan Brais Mendez (Celta Vigo).
Kesemua mereka menjalani latihan berasingan secara dalam gelembung sukan.
"
Malaysia perlukan sokongan ‘ekor’ harimau;"
PETALING JAYA: Kekecewaan atas kekalahan 0-4 Harimau Malaya kepada Emiriah Arab Bersatu (UAE), Jumaat lalu mungkin masih berbekas di hati penyokong Malaysia.
Begitupun, jangan berhenti menyokong skuad bola sepak kebangsaan yang masih berjuang di Dubai dan cuba bangkit untuk menghidupkan peluang dalam kempen kelayakan Piala Dunia 2022/Piala Asia 2023.
Menyerap semangat Harimau Malaya, saluran TV1 dan Asto Arena akan membawakan perlawanan Malaysia menentang Vietnam secara langsung pada Sabtu ini bersamaan pukul 12.45 pagi.
"
Nadal mara ke separuh akhir kali ke-14;"
PARIS: Rafael Nadal melepaskan set buat kali pertama sejak 2019, namun perkara itu langsung tidak membimbangkan bintang Sepanyol tersebut yang memahat rekod melangkah ke separuh akhir tenis Terbuka Perancis buat kali ke-14.
‘Raja Tanah Liat’ itu menang 6-3, 4-6, 6-4, 6-0 ke atas pilihan ke-10, Diego Schwartzman dari Argentina, sekali gus menempah pertemuan dengan pemain No. 1 dunia, Novak Djokovic buat kali ke-58.
Djokovic memenangi dua set pertama dan berpeluang meraikan kemenangan ke atas pemain Itali, Matteo Berrettini di depan 5,000 penonton yang dibenarkan masuk untuk perlawanan di sebelah malam.
Bagaimanapun, permainan terpaksa dihentikan seketika sebelum penonton diarah pulang susulan peraturan hanya membenarkan kehadiran sehingga jam 11 malam.
Sebaik saja perlawanan bersambung, Djokovic memastikan kemaraan ke separuh akhir dengan kemenangan 6-3, 6-2, 6-7 (5-7), 7-5.
Turun memburu kejuaraan Roland Garros ke-14 dan Grand Slam ke-21, Nadal buat kali pertama tewas satu set, sekali gus mengakhiri rekod bersih 36 kemenangan straight-set berturut-turut yang dimenangi di Paris.
Pemain berusia 35 tahun itu bagaimanapun gembira berjaya melakar rekod 105 kemenangan sepanjang penyertaannya pada Terbuka Perancis.
“Ia amat menakjubkan dapat kembali ke separuh akhir sekali lagi.
“Diego adalah pencabar yang hebat dan sangat berbakat. Saya berdepan ujian amat sukar hari ini,” kata Nadal.
Selepas menang 105 kali daripada 107 perlawanan di Roland Garros, Nadal mengakui, dia tidak terlalu memikirkan tentang rekod perlawanan, sebaliknya hanya turun memburu kejuaraan.
Satu lagi aksi separuh akhir perseorangan lelaki menemukan pemain No. 5 dunia dari Greece, Stefanos Tsitsipas yang berdepan bintang Jerman dan pilihan keenam, Alexander Zverev.
"
‘Sekarang masa untuk berehat’;"
PARIS: Setelah mengharungi lapan bulan yang ‘melelahkan’ sejak merangkul kejuaraan Terbuka Perancis 2020, Iga Swiatek berkata, sekarang tiba masanya untuk dia berehat secara fizikal serta mental selepas tersingkir pada suku akhir di Roland Garros hari ini.
Bintang muda Poland berusia 20 tahun itu gagal mempertahankan kejuaraan selepas disingkirkan oleh pemain Greece, Maria Sakkari 4-6, 4-6 pada suku akhir.
Swiatek sebelum ini menjadi tumpuan apabila menjuarai Terbuka Perancis, Oktober tahun lalu tanpa melepaskan sebarang set.
“Apabila berada di dalam gelanggang, saya menjadi orang lain. Saya tidak boleh tidur lena semalam, hanya tidur beberapa jam.
“Saya berfikir dua kali ganda daripada yang sepatutnya. Sulit untuk memikirkan apa yang berlaku secara rasional,” kata pilihan kelapan kejohanan itu.
MARIA Sakkari meraikan kejayaan menewaskan Iga Swiatek untuk mara ke separuh akhir Terbuka Perancis hari ini.Kata Swiatek, dia kini mahu berehat seketika sebelum memikirkan misi besar berikutnya iaitu memburu pingat emas Sukan Olimpik Tokyo yang berlangsung dari 23 Julai hingga 8 Ogos.
Biarpun akan menyertai kejohanan Grand Slam gelanggang rumput, Wimbledon (28 Jun-11 Julai), namun tida tidak merasakan mempunyai peluang besar dalam kejohanan tersebut.
“Saya tidak tahu sama ada saya masih ingat bagaimana hendak bermain di atas permukaan rumput, jadi kita tengok saja apa yang akan berlaku nanti.
“Saya tidak meletakkan harapan atau tekanan kepada diri sendiri kerana saya benar-benar tidak mahir di atas permukaan itu.
“Sudah tentu, persiapan kini lebih terarah kepada Sukan Olimpik. Kemuncaknya, saya mungkin mampu bergelar juara Olimpik,” katanya. – AGENSI
"
Portugal laung amaran awal menjelang Euro 2020;"
LISBON: Juara Eropah, Portugal melaungkan amaran awal menjelang Euro 2020 apabila mempamer aksi bertenaga ketika menewaskan Israel 4-0 dalam perlawanan pemanas badan terakhir hari ini.
Cristiano Ronaldo meledak jaringan ke-104 dalam 175 penampilan bersama skuad kebangsaan untuk meletakkannya dengan lima gol di belakang rekod milik Ali Daei dari Iran.
Bintang Manchester United, Bruno Fernandes pula meledak dua gol dan Joao Cancelo melengkapkan kemenangan selesa di Lisbon.
BRUNO Fernandos (kiri) dan Cristiano Ronaldo bakal menjadi ‘gandingan maut’ buat musuh Portugal di Euro 2020.“Kami sudah memperbaiki kelemahan sejak perlawanan terakhirbmenentang Sepanyol (seri 0-0).
“Saya tahu apa yang kami perlu lakukan untuk menang, dan saya yakin dengan pasukan ini,” kata jurulatih Portugal, Fernando Santos.
Portugal diletak dalam Kumpulan F, yang dianggap kumpulan ‘maut’ bersama juara dunia, Perancis, Jerman dan Hungary.
Mereka akan memulakan kempen dengan
menentang Hungary pada 15 Jun sebelum berdepan Jerman empat hari kemudian dan Perancis pada 23 Jun. – AGENSI
"
Cong Phuong pemain yang patut digeruni Malaysia;"
PETALING JAYA: Malaysia tidak sepatutnya lega kerana Nguyen Quang Hai, pemain yang mencipta gerakan untuk gol tunggal Vietnam ketika mengalahkan Malaysia dalam final Piala AFF 2018 di Hanoi dan meledak gol kemenangan ke atas Harimau Malaya di Bukit Jalil, Oktober 2019 tidak dapat beraksi Sabtu ini.
Sebaliknya, nama yang sepatutnya digeruni anak-anak buah Tan Cheng Hoe menjelang perlawanan ketujuh Kumpulan G, kelayakan Piala Dunia 2022/Piala Asia 2023 itu adalah Nguyen Cong Phuong, penyerang bertubuh kecil yang telah beberapa kali menghukum Malaysia.
Menurut statistik yang dikeluarkan media Vietnam semalam, skuad Naga Emas tidak pernah kalah setiap kali pemain tersebut diturunkan, sama ada dalam kejohanan senior mahupun peringkat umur.
Cong Phuong, 26, tampil dalam sembilan perlawanan menentang Malaysia bersama pasukan bawah 19, 23 dan senior.
Dia telah meledak lima gol dan melakukan dua bantuan jaringan, selain membantu Vietnam memperoleh dua sepakan penalti.
Dalam lapan perlawanan tersebut, hanya sekali Vietnam seri iaitu 2-2 di Bukit Jalil, selebihnya mereka meraih kemenangan.
Nguyen Cong Phuong mempunyai statistik yang amat baik setiap kali menentan Malaysia di semua peringkat umur kejohanan.Kali pertama Cong Phuong menjaringkan gol menentang Malaysia adalah pada pusingan kelayakan Asia B-23 pada 2016.
Dalam perlawanan itu, dia melakukan sepakan dari tumit untuk membantu Vo Huy Toan menyamakan kedudukan 1-1, sebelum meledak gol kemenangan 2-1.
Tiga bulan sebelum itu, pada Sukan SEA 2015 di Singapura, dua gerakannya menghadiahkan sepakan penalti kepada Vietnam dan negara itu mengalahkan Malaysia 5-1.
Pada Februari 2017, Cong Phuong dan skuad Vietnam B-23 bertemu Malaysia dalam aksi persahabatan di Thong Nhat. Penyerang yang dilahirkan pada 1995 itu meledak satu gol dan satu bantuan jaringan untuk pasukannya menang 3-0.
Dalam peringkat kumpulan Piala AFF 2018, Cong Phuong menjaringkan gol kemenangan pada saat akhir untuk Vietnam menewaskan Malaysia 2-0.
Dalam tiga perlawanan berikutnya, dia tidak menjaringkan gol ke atas Malaysia tapi melakukan beberapa gerakan menarik yang menghukum pasukan negara.
"
Cheng Hoe kena ‘ajar’ pemain naturalisasi;"
PETALING JAYA: Biarpun terdapat peningkatan ditunjukkan Harimau Malaya, namun pengendali mereka, Tan Cheng Hoe perlu meluangkan masa untuk membuat kerja rumah terhadap pemain naturalisasi.
Pandangan itu diluahkan bekas pengendali skuad kebangsaan, Azraai Khor Abdullah yang kecewa dengan prestasi pemain-pemain ‘import’ Malaysia ketika tewas 0-2 dalam aksi persahabatan menentang Bahrain semalam.
“Saya fikir Tan cheng Hoe kena buat kerja rumah dengan pemain naturalisasi ini. Saya nampak mereka kena kemaskan permainan beberapa hantaran.
“Karakter kalau bermain di kelab mungkin mereka boleh buat cara mereka, namun dalam skuad kebangsaan, anda kena bermain demi lambang di dada. Kena hati-hati dalam semua keadaan,” katanya kepada Mingguan Malaysia.
Azraai merujuk kepada kesilapan pemain naturalisasi, Liridon Krasniqi yang memberi hantaran terlalu laju kepada Farizal Marlias dalam kotak penalti sehingga menyebabkan penjaga gol itu gagal mengawal keadaan, sebelum bolos kali kedua dengan Bahrain.
BANYAK perkara perlu diperbaiki Harimau Malaya, terutama mengurangkan kesilapan individu menjelang pertemuan dengan UAE.“Dia (Liridon) sepatutnya perlu pusing dan buat sepak keluar bola. Tidak kisah biarpun pihak lawan buat lontaran ke dalam, yang penting situasi selamat.
“Bagi saya tak penting pun kawalan cantik atau sebagainya dalam situasi sebegitu. Mereka perlu berhati-hati selepas ini,” katanya.
Sementara itu, seorang lagi bekas jurulatih kebangsaan, B. Sathianathan percaya, berdepan Emiriah Arab Bersatu (UAE) dalam aksi kelayakan Piala Dunia 2022/Piala Asia 2023 Jumaat depan, jauh lebih sukar dan Harimau Malaya tidak boleh mengulangi kesilapan sama.
“UAE ada penyerang yang hebat. Jangan bagi peluang mereka membuat hantaran lintang atau rembatan kencang dari jarak jauh.
“Saya tengok perlawanan tadi, ada beberapa ruang kosong ketika Malaysia bertahan dan itu sangat berbahaya.
“Saya harap mereka yang diturunkan menentang Bahrain semalam akan lebih berkeyakinan apabila menentang UAE. Itu sangat penting,” katanya.
"
‘Malaysia No. 1 buat saya’;"
PETALING JAYA: Guilherme De Paula tidak terkejut dirinya menjadi sasaran utama kritikan selepas kekalahan 0-4 kepada Emiriah Arab Bersatu (UAE) kerana statusnya sebagai pemain naturalisasi.
Katanya, ia bukan sesuatu yang baharu kerana dia sedar harapan penyokong Malaysia sangat tinggi buat pemain naturalisasi seperti dirinya dan beberapa pemain lain termasuk Liridon Krasniqi.
Katanya, aksi menentang UAE itu adalah persembahan keduanya bersama skuad kebangsaan dan buat masa sekarang dia berjaya menyesuaikan diri dengan baik bersama ‘keluarganya’ itu.
“Kritikan itu saya sudah biasa kerana ini bukan benda baharu dalam bola sepak, apabila mereka mahu serang saya, mereka akan serang.
“Saya sedar harapan untuk pemain naturalisasi sangat tinggi tetapi penyokong kena percaya dengan kami, kami datang ke sini bukan untuk bercuti tetapi bekerja keras untuk menggembirakan lebih 30 juta penyokong di Malaysia.
“Malaysia adalah No.1 dalam diri saya ketika ini, saya tidak tahu apa yang penyokong mahukan tetapi pasukan kebangsaan memiliki statistik saya,” katanya dalam sidang akhbar secara maya semalam.
Mengulas mengenai pertemuan dengan Vietnam, pemain kelahiran Brazil berusia 35 tahun itu menyifatkan lawan mereka pasukan yang bagus terutama selepas meraih kemenangan selesa 4-0 ke atas Indonesia.
“Paling penting kami bermain sebagai satu pasukan dan menggunakan segala peluang yang ada untuk menjaringkan gol,” katanya.
"
Kem Perancis ‘panas’ menjelang Euro 2020;"
PARIS: Kylian Mbappe berang dengan komen Olivier Giroud yang mempersoalkan gandingan mereka dalam aksi persahabatan kelmarin dan hampir melepaskan kemarahan dalam sidang akhbar hari ini.
Perancis mengalahkan Bulgaria 3-0 di Stade de France dalam perlawanan pemanas badan terakhir menjelang Euro 2020 dengan Giroud yang dimasukkan dari bangku simpanan meledak dua gol, sekali gus kurang lima gol untuk menyamai rekod terbaik sepanjang zaman Les Bleus yang dipegang Thierry Henry (51 gol).
Bagaimanapun penyerang Chelsea itu mendakwa, jentera serangam skuad bimbingan Didier Deschamps sepatutnya beraksi lebih baik dan kesal dengan prestasi Mbappe.
“Kadangkala anda boleh berlari tetapi bola tidak sampai. Mungkin, kami perlu lebih banyak bekerjasama,” kata Giroud.
JURULATIH Perancis, Didier Deschamps (kiri) memeluk Kylian Mbappe dalam aksi persahabatan menentang Bulgaria di Paris kelmarin. – AFPDeschamps cuba meredakan keadaan dengan berkata: “Penyerang akan berkata mereka melakukan larian tetapi pemain tengah tidak menghantar bola. Barisan tengah pula akan berkata sebaliknya. Ia bukan berkenaan Kylian atau sesiapa. Ini permainan sepasukan.”
Mbappe turut dikritik oleh bekas pemain Perancis, Jean Micoud, yang mendakwa bintang Paris Saint-Germain (PSG) itu mementingkan diri dalam menganggap ‘semuanya tentang saya’.
“Ia memalukan, walaupun selepas dia (Mbappe) dikeluarkan.
“Anda baru sahaja bermain dua perlawanan pemanas badan dan ia berjalan dengan baik tetapi apabila dia dikeluarkan, dia menjadikan keadaan seolah-olah pasukan kalah 4-0. Pada satu ketika, ia bukan tentang anda,” kata Micoud.
Mbappe dan Giroud perlu segera menyelesaikan sengketa kerana Perancis berdepan tugas getir dalam Kumpulan F.
Juara dunia itu akan memulakan kempen dengan menentang juara Piala Dunia 2014, Jerman, Rabu depan sebelum berdepan Hungary dan penyandang gelaran, Portugal.
Perancis berpeluang mengikut jejak Sepanyol dengan menjadi juara Piala Dunia dan disusuli dengan Kejuaraan Eropah. – AGENSI
"
Pelatih AMD cemerlang SPM 2020;"
PETALING JAYA: Biarpun berdepan kesukaran dengan situasi pendemik Covid 19 yang melanda negara, ia bukan penghalang untuk membuktikan pelatih-pelatih di Akademi Bola Sepak Negara Mokhtar Dahari (AMD) boleh berjaya dalam sukan dan pelajaran.
Ini terbukti dengan keputusan cemerlang yang diriah pelatih di AMD  di Sekolah Sukan Malaysia Pahang (SSMP) dalam peperiksaan Sijil Pelajaran Malaysia (SPM) 2020 yang diumumkan hari ini.
Menariknya, kesemua mereka dan juga pelatih AMD yang lain telah mengikat kontrak bersama dengan kelab-kelab bola sepak profesional tanah air sejak awal tahun ini. Mereka mempunyai masa depan yang cukup baik dalam bidang sukan dan pelajaran.
Didoakan agar mereka yang cemerlang dan semua graduan-graduan kelahiran AMD akan terus berjaya dalam kehidupan mereka serta menempa nama di peringkat antarabangsa.
"
Perginya bekas ratu trek negara;"
PETALING JAYA: Sukan tanah air hari ini menerima kehilangan besar apabila perginya bekas ratu pecut dan tokoh pemimpin olahraga yang amat disegani, Rajemah Sheikh Ahmad.
Allahyarhamah meninggal dunia di usia 77 tahun pada pukul 1.30 tengah hari tadi di kediamannya di Taman Permint Jaya, Kuala Terengganu selepas menderita kanser pankreas tahap empat.
Pada zaman kegemilangannya sekitar 1960-an, Rajemah pernah memenangi pingat perak Sukan Semenanjung Asia Tenggara Ketiga di Kuala Lumpur 1965 melalui acara kegemarannya  80 meter (m) lari berpagar wanita, selain meraih gangsa 4x100m bersama Datuk M. Rajamani, P. Savathri dan Cheryl Doral pada Sukan Asia 1966 di Bangkok.
Allahyarhamah, juga bekerja sebagai seorang guru selama 33 tahun bermula 1965 hingga 1998.
Bagaimanapun cintanya terhadap sukan, terutama olahraga menyaksikan beliau pernah menyandang pelbagai jawatan penting, termasuk Naib Presiden Kesatuan Olahraga Malaysia (KOM).
Rajemah juga pernah menyandang jawatan dalam Persatuan Bola Jaring Negeri Terengganu, Persatuan Olahraga Negeri Terengganu dan Persatuan Olahraga Asia.
“Arwah ibu akan disemadikan pada jam 10 pagi esok di Tanah Perkuburan Syeikh Ibrahim, Kuala Terengganu,” kata anak Allahyarhamah, Kama Rezuan Kamaruddin, 49, ketika dipetik kepada Bernama.
Sementara itu, rakan rapat Allahyarhamah, Datuk Mumtaz Jaafar, yang juga Timbalan Presiden KOM, menyifatkan pemergian arwah sebagai kehilangan besar buat dunia olahraga negara.
Mumtaz yang juga bekas ratu pecut negara era 80-an berkata, arwah seorang yang sangat aktif dalam sukan olahraga sehingga ke akhir hayatnya dan banyak menabur bakti dalam memajukan sukan berkenaan, terutama di Terengganu.
“Arwah ibarat kakak kepada saya, banyak saya belajar bidang pengurusan daripadanya, sukar mencari pengganti yang mempunyai minat mendalam dalam dunia olahraga sepertinya.
“Malah, arwah ketika dimasukkan ke hospital sebulan lepas masih bersemangat menghadiri mesyuarat KOM yang diadakan secara maya,” katanya.
Dalam pada itu, Majlis Olimpik Malaysia (MOM) dalam satu hantaran di laman Facebook turut berduka dengan kehilangan Rajemah dan mengucapkan takziah kepada keluarga arwah berhubung berita pemergiannya.
“Semoga rohnya dicucuri rahmat dan ditempatkan dalam kalangan orang-orang yang beriman,” menurut hantaran berkenaan.
"
Rantai Bale, Wales akan lumpuh;"
LONDON: Pertahanan Switzerland, Ricardo Rodriguez mengingatkan rakan-rakan sepasukannya agar tidak memberi ruang kepada Gareth Bale apabila pasukannya menentang Wales dalam aksi pembukaan Euro 2020 esok.
Bek kiri Torino itu berkata, Bale adalah kunci utama kejayaan Wales dan berjaya mengikat bintang Real Madrid itu memberi peluang baik buat mereka untuk memenangi aksi Kumpulan A di Baku.
“Dia pemain yang sangat bagus dan sarat dengan pengalaman tetapi jika kami bersatu sebagai satu pasukan, dia boleh disekat.
“Kami perlu menjadikan ruang amat sempit buatnya kerana sekali Bale memusingkan badan, memang sukar untuk menghalangnya,” kata Rodriguez.
PEMAIN Switzerland menjalani latihan di Dalga Arena, Baku menjelang aksi pembukaan menentang Wales. – AFPKata Rodriguez, selain perlu memenangi perlawanan pembukaan yang dianggap peluang terbaik buat Switzerland, pertemuan menentang Wales itu juga menjadi pentas buatnya untuk ‘mengintai’ kelab baharu selepas mengharungi musim mengecewakan bersama Torino dalam Serie A.
Sementara itu, pemain sayap Manchester United, Daniel James percaya, kekuatan Wales tidak hanya terletak kepada Bales, sebaliknya mereka memiliki jentera serangan yang mampu menggerunkan lawan.
Kieffer Moore, Harry Wilson, David Brooks dan Tyler Roberts mampu memberi lebih banyak pilihan di bahagian serangan manakala perancangan utama Juventus, Aaron Ramsey, Bale dan dirinya akan menjadi perencana gerakan.
“Bagi kami, semua pemain akan terlibat dalam perlawanan. Kami membariskan pasukan yang pasti digeruni dan lebih hebat lagi, semua pemain cergas untuk diturunkan sepanjang Euro,” katanya. – AGENSI
"
Jentera muda Turki sedia bedil Azzurri;"
ROME: Turki yang dibentuk oleh sebahagian besar muka baharu sedia membedil pasukan veteran Eropah, Itali apabila dua pasukan berlainan darjat itu bertempur dalam aksi pembukaan Euro 2020 di Stadium Olympic esok.
Selepas penampilan yang tidak menyenangkan dalam Euro 2016 dan tercicir daripada Piala Dunia 2018, Turki membawa sebahagian besar pemain generasi baharu di bawah pengendali veteran, Senol Gunes, 69.
Skuad berwajah baharu Turki mengutip empat mata dari dua perlawanan menentang juara dunia, Perancis di pusingan kelayakan Euro, selain mengalahkan Belanda 4-2 dalam kelayakan Piala Dunia dan mengikat Jerman serta Croatia 3-3.
Benteng ampuh menjadi kekuatan terbesar Turki yang hanya bolos tiga gol dalam 10 perlawanan kelayakan. Bek tengah Leicester, Caglar Soyuncu dan Juventus, Merih Demiral pemain terakhir yang perlu ditembusi lawan jika mahu membolosi gawang mereka.
Perancang utama AC Milan, Hakan Calhanoglu mampu menjadi jeneral di tengah padang, manakala pemain paling tua dalam pasukan, Burak Yilmaz, 35, akan barisan muda Turki untuk melakar kejutan dalam aksi Kumpulan A.
KING Burak sedia memimpin Turki ke tempat selayaknya.Terkenal dengan julukan ‘King Burak’ dalam kalangan penyokong, bintang penyerang yang membawa Lille muncul juara Perancis itu sedia menggunakan segala kepakaran untuk menembusi gawang Azzurri. 
‘King Burak’ akan bergandingan bersama Zeki Celik dan Yusuf Yazici akan menjadi penggempur utama Turki.
“Objektif utama kami menentang Itali adalah menang. Mereka pasukan besar di Eropah, malah dunia tetapi fakta itu tidak menggerunkan.
“Pasukan ‘berwajah’ baharu Turki telah mengejutkan banyak gergasi Eropah. Kami mampu bermain lebih baik menentang pasukan-pasukan besar, jadi kami tidak takut dengan sesiapa pun di atas padang.
“Kami mahu memulakan kempen dengan langkah kanan dan meletakkan Turki di tempat selayaknya,” kata Yilmaz. – AGENSI
KAPSYEN
PASUKAN Turki sudah bersedia menggempur Itali dan menghadirkan kejutan terbesar dalam Euro 2020 pada aksi pembukaan di Rome esok.
"
