title;text
Manchester United mahu jual 9 pemain;"
MANCHESTER: Ole Gunnar Solskjaer sudah menyenaraikan sembilan pemain yang akan dijual apabila pasaran perpindahan dibuka bulan depan.
Selepas menutup kempen tanpa trofi buat buat musim ketiga berturut-turut, sudah tiba masanya Red Devils melakukan rombakan besar-besaran dengan membawa masuk beberapa bintang baharu.
Bagaimanapun bagi membolehkan pembelian baharu dilakukan dan memperoleh dana yang cukup, ramai pemain perlu dilepaskan.
Mendapatkan pembeli sesuai untuk semua pemain yang mahu dijual adalah cabaran terbesar United selepas pandemik Covid-19 menjejaskan poket kebanyakan kelab di seluruh dunia.
Jadon Sancho menjadi sasaran No. 1 untuk dibeli. United juga dikaitkan dengan Harry Kane, Raphael Varane, Erling Haaland dan Pau Torres.
PEMAIN DALAM SENARAI UNTUK DIJUAL

PAUL POGBA
Bintang tengah Perancis ini memasuki tahun terakhir kontraknya di Old Trafford dan ejennya, Mino Raiola mengakui pemain itu mahu meninggalkan kelab.
Bagaimanapun United tidak mahu kehilangan pemenang Piala Dunia itu tanpa mendapat sesen pun selepas membelinya pada harga 89 juta pound (RM522 juta), lima tahun lalu. Melepaskan Pogba, 28, sekarang adalah pilihan terbaik.

JESSE LINGARD
Selepas beraksi cemerlang sepanjang dipinjamkan kepada West Ham, Lingard menjadi buruan beberapa kelab di pasaran.
Bermakna, United boleh meletakkan harga lebih baik untuk pemain tengah England itu.

DAVID DE GEA
Perebutan jersi No. 1 United hampir pasti akan dimenangi Dean Henderson, yang diturunkan dalam kebanyakan perlawanan berbanding De Gea.
Kegagalan penjaga gol Sepanyol itu menyelamatkan semua sepakan penalti, selain gagal menyempurnakan tendangan ketika pasukannya tewas kepada Villarreal dalam final Liga Europa mendorong Solskjaer kembali memilih Henderson sebagai pilihan utama.

NEMANJA MATIC
Berkhidmat dengan baik sejak empat tahun lalu tapi sering kehilangan tempat kepada Fred dan Scott McTominay, manakala Donny van de Beek bersedia merebut posisi sama musim depan.
Pemain tengah Serbia berusia 32 tahun itu sudah berhubung dengan pengurus lamanya, Jose Mourinho untuk berhijrah ke AS Roma biarpun menandatangani kontrak baharu sehingga 2023, tahun lalu.

ANDREAS PEREIRA
Perkembangan pemain tengah Brazil ini amat perlahan sejak menyertai United pada 2014. Dia juga bergelut sepanjang dipinjamkan ke Lazio, menyebabkan masa depannya tidak selamat.

DANIEL JAMES
Jika Sancho menjadi keutamaan, ia berita buruk buat James yang sudahpun sukar merebut tempat dalam kesebelasan utama di bawah Solskjaer.
Leeds United berminat mendapatkan pemain sayap Wales itu musim lalu dan mungkin cuba mendapatkannya semula musim depan.

PHIL JONES
Ramai yang terlupa Phil Jones masih pemain United kerana dia tidak diturunkan walaupun seminit musim ini.
Biarpun dihimpit kecederaan panjang, pertahanan berusia 29 tahun itu masih menikmati gaji 100,000 pound (RM586,500) seminggu, beban yang mahu dibuang United.

DIOGO DALOT
Selepas dipinjamkan kepada AC Milan, pertahanan Portugal itu menunjukkan peningkatan dengan membawa kelab tersebut muncul naib juara Serie A.
Bagaimanapun masa depannya bukan di Old Trafford kerana United mahu mencari bek kanan baru dan akan menjual pemain berusia 22 tahun itu bagi mendapatkan tunai.

TAHITH CHONG
Pemain sayap Belanda berusia 21 tahun ini dianggap prospek besar ketika tiba di Old Trafford pada 2018, namun gagal menyerlah dan tidak memberi impak sejak pulang dari pinjaman di Club Brugge.
"
Denmark, Finland antara dua darjat;"
COPENHAGEN: Penjaga gawang Finland, Lukas Hradecky tidak suka bermanis mulut ketika ditanya mengenai peluang pasukannya apabila berdepan Denmark dalam aksi pembukaan Kumpulan E esok, sebaliknya mengakui lawan mereka ‘sempurna’ di semua posisi.
Tanpa dapat menyebut di mana kekuatan Finland untuk melakar kejutan ke atas juara Eropah 1992, Denmark, Hradecky sebaliknya berharap, status sebagai underdog dan semangat berpasukan tinggi diharap mampu menghadirkan keputusan tidak diduga di Copenhagen.
“Lebih baik saya berterus-terang, mereka (Denmark) memiliki pemain yang lebih baik daripada kami di setiap posisi.
“Bagaimanapun, kami pernah membuktikan pasukan Finland yang penuh ‘teka-teki’ mampu menjadi lebih hebat daripada apa yang dijangkakan,” kata pemain Bayer Leverkusen itu.
Penyerang berbisa Norwich City, Teemu Pukki, Denmark pastinya menjadi senjata Finland untuk menembusi gawang Denmark yang diperkuatkan penjaga gol Leicester, Kasper Schmeichel.
TEEMU Pukki menjadi sandaran utama Finland dalam Euro 2020.Denmark juga memiliki gandingan ampuh di pertahanan tengah diketuai tonggak Chelsea, Andreas Christensen dan bintang AC Milan, Simon Kjaer.
Perancang utama Tottenham, Pierre-Emile Hojbjerg pula akan merencana gerakan pasukan itu bersama bintang Inter Milan, Christian Eriksen.
Selain memiliki barisan serba lengkapkan, kehadiran 16,000 di Stadium Parken juga diharap mampu memberi motivasi tambahan buat Denmark dalam misi mengulangi magis 1992.
“Kami akan mengharungi pengalaman unik, sesuatu yang mungkin tidak akan dirasai lagi selepas ini.
“Saya amat bersedia dan tidak sabar untuk beraksi di depan ribuan penonton, namun dalam masa sama kami harus mengawal emosi, tidak terlalu yakin dan cuba melakukan tugas sebaik mungkin,” kata Schmeichel.
Statistik juga menunjukkan Denmark adalah pilihan untuk memenangi pertarungan itu kerana Finland hanya menang sekali ke atas pasukan itu daripada 22 pertemuan mereka. Kali terakhir kemenangan diraih adalah pada 1949, yang mana tiada seorang pemain kedua-dua pasukan sudah dilahirkan ketika itu. – AGENSI
"
Kedudukan Southgate tetap terjamin;"
LONDON: Gareth Southgate tidak akan dipecat meskipun England meraih keputusan kurang memberangsakan di Euro 2020 dengan The Three Lions bakal bertemu Croatia dalam aksi pembukaan, esok.
Pengendali berusia 50 tahun itu sedang mempersiapkan pasukannya bagi aksi di Stadium Wembley menentang pasukan yang meranapkan impian The Three Lions di Piala Dunia, tiga tahun lalu.
Menamatkan saingan di Rusia di kedudukan keempat, England merupakan salah satu pasukan pilihan di Euro dan Southgate berjaya membawa pasukan itu dengan baik setakat ini.
Persatuan Bolasepak Inggeris (FA), bersedia untuk mengekalkan Southgate bersama barisan pemain-pemainnya sehingga Piala Dunia 2022 meskipun tidak berjaya di Euro.
Southgate berjaya membentuk sebuah pasukan menarik selari dengan kehendak FA yang mahu persediaan dilakukan untuk Qatar 2022.
“Kami perlu buktikan kecemerlangan England. Kejohanan akan bermula dan kami perlu tunjukkan kemampuan sebenar kami untuk tempoh empat minggu ini.
“Pemain-pemain mahu keputusan positif bercakap untuk mereka kerana ini adalah peluang yang jarang berlaku,” kata Southgate.-AGENSI
"
Gundogan yakin dengan kehadiran Havertz;"
MUNICH: Pemain tengah Jerman, Ilkay Gundogan mengakui keyakinannya semakin bertambah dengan kehadiran rakan sepasukannya, Kai Havertz dari Chelsea sebaik pasukan itu merangkul kejuaraan Liga Juara-Juara dengan menundukkan Manchester City.
Gundogan berkata, meskipun Harvetz bermula perlahan bersama The Blues namun kejuaraan Liga Juara-Juara yang diraih secara tidak langsung memberikannya keyakinan untuk beraksi di Euro 2020.
“Liga Juara-Juara memberikan keyakinan kepada pemain-pemain terutamanya Kai yang meledak gol kemenangan dalam perlawanan itu dan saya sangat gembira untuk Kai kerana dia layak menang,” kata Gundogan.
Walaupun City menjadi pilihan untuk menjuarai Liga Juara-Juara, namun Gundongan terpaksa menerima kekalahan kepada Chelsea dan mengakui ia sangat perit terutama selepas sekian lama menanti untuk ke pentas final.
“Sukar untuk diterima kekalahan seperti itu di final Liga Juara-Juara. Kami bekerja keras selama lapan tahun dan saya kalah di pentas final sekali lagi dan ia sangat mengecewakan.
“Sekarang ini adalah masa untuk fokus kepada aksi Euro dan saya sudah tidak sabar untuk memulakan kempen bersama Die Mannschaft.
“Kami diundi dalam kumpulan maut bersama Perancis, Portugal dan Hugary tetapi kami percaya, pasukan ini sudah bersedia,” kata pemain berusia 30 tahun itu.-AGENSI
 
 
"
Separuh akhir adalah realistik buat England;"
LONDON: Bekas pertahanan England, Jamie Carragher berkata, kedudukan separuh akhir adalah sasaran paling realistik buat England di kejohanan Euro 2020.
Seperti biasa, ramai meletakkan harapan tinggi kepada skuad Three Lions apabila beraksi di kejohanan utama terutama selepas menamatkan saingan di kedudukan keempat Piala Dunia 2018 dan penyokong mengharapkan keputusan sama di Euro 2020.
Carragher menegaskan, penyokong tidak seharusnya meletakkan harapan tinggi bagi mengelakkan kekecewaan kerana jika The Three Lions berjaya ke separuh akhir, ia boleh dikira sebagai pencapaian besar.
“Sebagai penyokong, kita perlu realistik dengan keadaan semasa. Mara ke saingan empat terbaik di Euro adalah pencapaian luar biasa,” kata bekas pertahanan Liverpool itu.
Carragher percaya, England boleh dikira sebagai pasukan underdog Euro 2020 kerana tidak memiliki kualiti setanding Perancis, Belgium dan Portugal.
“Perancis dan Belgium memiliki pemain bertaraf dunia di setiap posisi manakala juara bertahan Portugal adalah lebih baik berbanding 2016 dengan kehadiran Ruben Dias, Bruno Fernandes dan Bernando Silva dalam skuad utama mereka.
“Sepanyol dan Jerman walaupun tidak setanding 2012 dan 2014 namun mereka kekal sebagai kuasa besar dalam pertandingan ini.
“Itali adalah pasukan pencabar yang sangat berbahaya terutama di bawah kendalian Roberto Mancini yang meraih 27 perlawanan tanpa kalah,” katanya.-AGENSI
"
Perjuangan Malaysia belum selesai;"
PETALING JAYA: Tidak perlu menyalahkan sesiapa. Lebih baik fokus ke depan, cuba kalahkan Thailand dan melayakkan diri ke Piala Asia 2023.
Itu pesanan Ketua Jurulatih Harimau Malaya, Tan Cheng Hoe yang jelas kecewa dengan kekalahan 1-2 Malaysia kepada Vietnam, namun masih berusaha menaikkan semangat anak-anak buahnya menghadapi satu lagi aksi penting menentang Thailand, Rabu ini.
Biarpun peluang untuk melayakkan diri ke Piala Dunia 2022 sudah tertutup, namun kata Cheng Hoe perjuangan Harimau Malaya belum berakhir dan mereka perlu bangkit dalam aksi penutup minggu depan.
Selepas gagal ke pusingan ketiga kelayakan Piala Dunia 2022, fokus Harimau Malaya kini adalah mengalahkan Thailand, Rabu ini dan meraih tiket ke pusingan ketiga kelayakan ketiga Piala Asia 2023.

“Bola sepak adalah kerja berpasukan, saya tidak boleh menyalahkan seorang atau dua pemain kerana kami kalah perlawanan ini. Kami perlu tingkatkan persembahan dan mengekalkan kerjasama berpasukan.
“Pemain saya beraksi dengan baik dan kita perlu fokus kepada aksi berdepan Thailand. Ia juga bukan perlawanan yang mudah kerana mereka mempunyai rehat yang lebih baik daripada kami.
“Sebagai jurulatih saya perlu melakukan persiapan dan pemulihan untuk pemain bersedia dengan aksi seterusnya berdepan Thailand,” katanya hari ini.
Kekalahan 1-2 kepada Vietnam di Stadium Al Maktoum, Dubai awal pagi tadi meletakkan Malaysia di tangga keempat Kumpulan G dengan berkongsi sembilan mata bersama Thailand.
Hanya tiga pasukan teratas setiap kumpulan layak secara untuk beraksi ke pusingan ketiga kelayakan Piala Asia yang bakal berlangsung di China.

Sepakan penalti kontroversi Que Ngoc Hai membolehkan skuad Naga Emas memperoleh gol kemenangan pada minit ke-83, namun Cheng Hoe enggan mengulas mengenai insiden itu, sebaliknya mahu pasukan fokus kepada persiapan menentang Thailand.
“Saya tidak nampak insiden itu (sepakan penalti yang diterima Vietnam) kerana ia berlaku dengan amat pantas. Pengadil sudah buat keputusan, saya tidak boleh ubah apa-apa.
“Selepas gagal untuk ke pusingan kelayakan ketiga Piala Dunia, sekarang fokus kami adalah Piala Asia,” katanya.
Nguyen Tien Linh meletakkan Vietnam di depan pada minit ke-27, namun Guilherme de Paula menyamakan kedudukan di minit ke-72 menerusi sepakan penalti selepas dia dijatuhkan oleh pertahanan lawan.
"
Machell ‘senjata baharu’ Perak sudah tiba di Ipoh;"
IPOH: Pengambilan pemain import baharu oleh Perak FC bagi menghadapi baki Liga Super musim ini bukan omongan kosong kerana salah seorang daripada mereka, Charlie Machell sudah berada di Ipoh.
Perkara itu disahkan oleh ketua jurulatih  Bos Gaurus, Chong Yee Fatt ketika ditanya mengenai perkembangan pasukan itu.
“Machell sudah ada di Ipoh dan menyertai latihan yang dijalankan secara ‘Zoom setakat ini.
“Dia datang awal untuk menyesuaikan diri dengan keadaan di sini,” kata Yee Fatt kepada Utusan Malaysia.
Menurut Yee Fatt, Marcell 26 yang berasal dari England kali terakhir mewakili kelab Kemboja, Visakha FC musim 2021.
Pemain tengah menyerang itu pernah mewakili kelab Singapura, New Hougang United FC sebelum ini.
Yee Fatt menjangka empat pemain lagi akan tiba Malaysia minggu hadapan.
“Mereka akan dikuarantin selama 14 hari sebelum boleh menyertai pasukan Perak,” katanya yang enggan mendedahkan identiti mereka.
Katanya, lima pemain itu akan menggembling tenaga dengan Nana Poku, Leandro Dos Santos dan Careca serta penyerang pinjaman Sri Pahang FC, Sergio Aguero.
“Kita akan berkongsi pemain dengan Perak II supaya kemampuan kedua-dua pasukan seimbang dalam baki kempen nanti,” katanya. – UTUSAN
"
Switzerland, Wales sama kuat;"
BAKU, Azerbaijan: Wales dan Switzerland membuka kempen Euro 2020 dengan berkongsi mata selepas  terikat 1-1 pada aksi Kumpulan A yang berlangsung di Stadium Olimpik, sebentar tadi.
Switzerland pastinya kecewa di atas kegagalan mengutip mata penuh selepas mencipta lebih banyak peluang dan menguasai perlawanan.
Ketumpulan jentera serangan yang diketuai Haris Seferovic menyudahkan peluang terhidang antara faktor skuad kendalian Vladimir Petkovic gagal meraih tiga mata.
Wales pula perlu berterima kasih kepada penjaga golnya, Danny Ward yang cemerlang menafikan beberapa percubaan berbahaya jentera serangan Switzerland.
Usaha anak-anak buah Petkovic mencari jaringan pembukaan akhirnya berjaya menerusi tandukan penyerang, Breel Embolo yang menerima hantaran, hasil sepakan penjuru Xherdan Shaqiri pada minit ke-49.

Tersentak  dengan gol tersebut, Wales terus meningkatkan tempo permainan dan berjaya menyamakan kedudukan juga menerusi tandukan oleh penyerang, Kieffer Moore pada minit ke-74.
Switzerland seakan mampu membawa pulang tiga mata, namun gol yang dijaringkan pemain gantian, Mario Gavranovic lima minit sebelum tamat permainan dibatalkan selepas Video Bantuan Pengadil (VAR) mendapati dia berada dalam kedudukan ofsaid.
Aksi serang-menyerang kedua-dua pasukan dalam lima minit terakhir gagal menghasilkan sebarang jaringan, sekali gus kedudukan kekal hingga wisel penamat ditiupkan. – AGENSI
"
Copa America terima ‘serangan’ pertama Covid-19;"
BRASILIA: Perkara yang paling dibimbangi penganjur Copa America akhirnya menjadi kenyataan apabila 12 anggota skuad Venezuela yang terdiri daripada pemain, pegawai dan kakitangan disahkan positif Covid-19.
Jabatan Kesihatan Brasilia dalam satu kenyataan hari ini berkata, keputusan positif itu dimaklumkan oleh penganjur malam semalam iaitu tidak lama selepas pasukan Venezuela tiba di Brazil.
“Jabatan kesihatan dimaklumkan oleh CONMEBOL (Konfederasi Bola Sepak Amerika Selatan) bahawa 12 anggota delegasi bola sepak Venezuela, termasuk pemain dan jurulatih diuji positif Covid-19.
“Kesemua mereka tidak menunjukkan simptom dan diasingkan  dalam bilik hotel masing-masing di bawah pemantauan pasukan CONMEBOL serta  pegawai jabatan kesihatan,” kata mereka dalam satu kenyataan kepada AFP hari ini.
Kenyataan tersebut bagaimanapun tidak menyatakan secara terperinci berapa pemain yang dijangkiti virus berkenaan.
Jumaat lalu, CONMEBOL mengumumkan bahawa setiap pasukan dibenarkan membawa masuk pemain gantian tanpa sebarang had sekiranya terdapat anggota pasukan mereka dijangkiti Covid-19 kerana pembatalan perlawanan tidak dibenarkan.
Venezuela sepatutnya menentang Brazil dalam aksi pembukaan di Stadium Mane Garrincha esok (5 pagi Isnin waktu Malaysia), dan tidak dapat dipastikan apakah status pasukan itu ekoran perkembangan terbaharu ini. – AFP
"
Barbora muncul juara Roland Garros;"
PARIS : Barbora Krejcikova mencipta sejarah tersendiri apabila memenangi gelaran perseorangan Grand Slam pertamanya di Terbuka Perancis, sebentar tadi.
Malah, pemain dari Republik Czech muncul pemain wanita pertama negara itu merangkul kejuaraan Roland Garros dalam tempoh 40 tahun.
Berada dikedudukan ranking ke-33 dunia, Krejcikova menang 6-1, 2-6, 6-4 ke atas pemain Rusia, Anastasia Pavlyuchenkova.
Pemain berusia 25 tahun itu menyamai rekod rakan senegaranya, Hana Mandlikova yang meraih trofi di Paris pada tahun 1981.
Krejcikova turut mendedikasikan kemenangan itu kepada mentornya iaitu bekas juara Wimbledon, Jana Novotna yang telah meninggal dunia akibat barah pada usia 49 tahun pada tahun 2017.
“Sukar untuk diungkapkan. Saya tidak percaya saya baru memenangi Grand Slam.
“Saya menghabiskan banyak masa dengan Jana sebelum dia meninggal. Kata-kata terakhirnya kepada saya adalah menikmati tenis dan mencuba untuk memenangi Grand Slam.
“Saya tahu dia menjaga saya dan semua ini adalah untuk dia. Dia sangat memberi inspirasi, saya sangat merindukannya,” katanya. – AFP
"
Belanda jumpa Ukraine tanpa De Ligt;"
AMSTERDAM: Belanda bakal membuka kempen Euro 2020 menentang Ukraine esok (3 pagi Isnin waktu Malaysia) tanpa pertahanan tengah, Matthijs de Ligt yang mengalami kecederaan pangkal paha, umum jurulatih Orange, Frank de Boer hari ini.
“Persaingan masih di peringkat awal, jadi kami tidak mahu mengambil risiko kerana kami masih ada dua perlawanan peringkat kumpulan untuk diharungi.
“Kecederaannya tidak terlalu serius dan kami yakin dia mampu kembali beraksi dalam perlawanan seterusnya,” kata De Boer.
Tonggak Juventus itu turut terlepas aksi pemanas badan terakhir Belanda ketika menewaskan Georgia 3-0 pada 6 Jun lalu.
Ketiadaannya adalah tamparan hebat buat pasukan yang sudahpun kehilangan kapten dan bek tengah berpengaruh, Virgil van Dijk yang diketepikan daripada skuad kali ini akibat kecederaan anterior cruciate ligament (ACL).
VIRGIL van Dijk (kiri) disisihkan daripada skuad sejak awal lagi akibat kecederaan ACL.De Boer juga bakal memulakan kejohanan tanpa penjaga gol, Jasper Cillessen yang terpaksa digugurkan akibat positif Covid-19.
Maarten Stekelenburg, 38, anggota skuad Piala Dunia 2010 Belanda menjadi pilihan sebagai penjaga gawang utama Oranje, manakala Tim Krul, 33, bertindak sebagai pemain simpanan.
Belanda sebelum ini turut mengenepikan bintang tengah Manchester United, Donny van de Beek akibat kecederaan otot.
Skuad Oranje kembali di pentas kejohanan utama selepas ‘hilang’ dari radar Euro 2016 dan Piala Dunia 2018.
Anak-anak buah De Boer akan beraksi di tempat sendiri di Amsterdam dalam semua perlawanan Kumpulan C.
Selepas menentang Ukraine, mereka akan bertemu Austria pada 17 Jun, diikuti pasukan kerdil, Macedonia Utara pada 21 Jun.
"
Malaysia layak semua acara;"
PETALING JAYA: Misi awal badminton Malaysia berjaya dicapai apabila menempatkan wakil dalam semua lima acara yang dipertandingkan pada Sukan ­Olimpik Tokyo sebaik saja kempen kelayakan berakhir.
Fokus seterusnya kini terarah kepada misi memburu pingat yang bakal diketuai jaguh perseorangan, Lee Zii Jia serta pemenang pingat perak Rio 2016, Chan Peng Soon-Goh Liu Ying.
Presiden Persatuan Badminton Malaysia (BAM), Tan Sri Mohamad Norza Zakaria berkata, persiapan semua pemain yang layak ke temasya 23 Julai hingga 8 Ogos itu sudahpun bermula, termasuk melibatkan beregu profesional, Peng Soon-Liu Ying.
“Kami turut memanggil Liew Daren untuk menjadi rakan sepelatih Lee Zii Jia, selain Tan Kian Meng-Lai Pei Jing untuk tujuan yang sama,” katanya kepada Mingguan Malaysia semalam.
Selain juara All England, Zii Jia dan gandingan Peng Soon-Liu Ying, turut meraih tiket Olimpik Tokyo adalah Soniia Cheah (perseorangan wanita), Aaron Chia-Soh Wooi Yik (beregu lelaki) dan Chow Mei Kuan-Lee Meng Yean (beregu wanita) dalam beregu wanita.
CHAN Peng Soon (kiri) dan Goh Liu Ying turut menjalani latihan bersama skuad kebangsaan.Kelmarin, Setiausaha Agung Persekutuan Badminton Dunia (BWF), Thomas Lund mengesahkan proses kelayakan ke Sukan Olimpik sudah tamat tanpa ada sebarang penambahan kejohanan untuk pemain memburu mata.
Kejohanan kelayakan itu secara rasminya tamat pada 15 Jun dan ranking Race To Tokyo iaitu sistem kelayakan ke Sukan Olimpik Tokyo 2020 tidak akan berubah.
“Surat jemputan akan diedar selepas segala proses selesai, namun kami perlu mendapatkan pengesahan Jawatankuasa Olimpik Kebangsaan dan Ahli Gabungan,” katanya.
Olimpik 2016 me­nyaksikan badminton melakar sejarah meraih tiga perak menerusi Datuk Lee Chong Wei (perseorangan lelaki), Goh V Shem-Tan Wee Kiong (beregu lelaki) dan Peng Soon-Liu Ying (beregu campuran).
Kontinjen Malaysia menutup kempen di Brazil dengan keputusan terbaik apabila turut meraih perak menerusi Pandelela Rinong-Cheong Jun Hoong (terjun 10 meter platform seirama), selain gangsa acara trek berbasikal yang dihadiahkan Azizulhasni Awang (keirin).
Selain badminton, 13 lagi ­atlet negara sudah mengesahkan tiket Olimpik Tokyo setakat ini kesemuanya dalam acara terjun, pelayaran, berbasikal, memanah dan gimnastik.
"
Bale puas raih satu mata;"
BAKU, Azerbaijan : Kapten Wales, Gareth Bale mengakui pasukannya bermain dengan berani untuk mengikat Switzerland 1-1 pada perlawanan Kumpulan A kempen Euro 2020 di Stadium Olimpik, hari ini.
Jaringan penyamaan penyerang Wales, Kieffer Moore pada minit ke-74 berjaya memadam kelebihan gol pembukaan Breel Embolo, empat minit selepas bermula babak kedua.
“Sejujurnya ia perlawanan yang sukar dan kedua-dua pasukan mahu meraih mata.
“Kami tidak terlalu kecewa dengan keputusan seri ini kerana ia permulaan yang positif, kami mempunyai peluang begitu juga dengan lawan.
“Perkara terbaik adalah apabila ketinggalan 1-0, kami menunjukkan karektar sebenar untuk bangkit semula mencari gol penyamaan.
“Kami harus bekerja lebih keras bagi menghadapi aksi seterusnya,” kata Bale.
Switzerland hampir meraih tiga mata namun jaringan penyerang, Mario Gavranovic dibatalkan selepas Video Bantuan Pengadil (VAR) mendapati dia berada dalam kedudukan ofsaid.
“Sejak beberapa tahun lalu, saya bencikan VAR, tetapi mulai saat ini, saya suka dengannya. Ia permainan yang adil,” kata pemain tengah Wales, Joe Allen. – AGENSI
"
Aksi Denmark, Finland dihentikan;"
COPENHAGEN: Perlawanan pembukaan kumpulan B di antara Denmark dan Finland bertukar tragedi selepas pemain Denmark, Christian Eriksen rebah secara tiba-tiba pada penghujung separuh babak masa pertama.
Eriksen yang sebelum itu sedang menerima lontaran ke dalam, tiba-tiba tumbang dan tidak sedarkan diri.
Situasi itu menyaksikan pengadil perlawanan, Anthony Taylor segera menghentikan perlawanan tersebut dan memanggil pegawai perubatan masuk ke dalam padang dan bantuan pernafasan (CPR) dilakukan ke atas Eriksen.
Pemain-pemain Denmark kelihatan bersedih dan mengelilingi Eriksen yang dirawat di tepi padang.
Perlawanan ketika itu sedang memasuki waktu rehat yang menyaksikan kedudukan terikat tanpa jaringan di Stadium Parken.
Pada perlawanan tersebut, Eriksen dilihat cemerlang bersama pasukan Denmark dan turut melakukan beberapa percubaan berbahaya ke gawang pasukan Findland.
Bagaimanapun, pada minit ke-42, Eriksen dilihat tidak bermaya dan rebah secara tiba-tiba hingga tidak sedarkan diri ketika itu. – AGENSI
"
Eriksen sudah sedar, perlawanan bersambung semula;"
COPENHAGEN: Perlawanan di antara Denmark dan Finland disambung semula selepas terhenti pada minit ke-42 ekoran pemain tengah Denmark, Christian Eriksen rebah secara tiba-tiba.
Perlawanan pertama kumpulan B Euro 2020 itu terhenti dalam tempoh lebih daripada satu jam di Stadium Parken dan telah bersambung semula.
Dalam pada itu, Eriksen dilaporkan sudah sedar di hospital selepas tumbang ketika aksi Euro 2020 menentang Finland di Copenhagen.
“Christian Eriksen sudah sedar dan sedang menjalani pemeriksaan lanjut,” kata Kesatuan Bolasepak Denmark di Twitter. – AGENSI
"
Tandukan Pohjanpalo kecewakan Denmark;"
COPENHAGEN: Penyerang Finland, Joel Pohjanpalo muncul wira apabila menjaring gol kemenangan pada minit ke-60 sekali gus membantu pasukannya meraih tiga mata ketika menundukkan Denmark 1-0 dalam aksi kumpulan B Euro 2020 di Stadium Parken, sebentar tadi.
Denmark perlu menyalahkan diri sendiri di atas kekalahan itu selepas menguasai hampir keseluruhan permainan dan mencipta lebih banyak peluang berbanding Finland namun dihampakan dengan ketumpulan jentera serangan mereka.
Babak pertama menyaksikan Denmark melakukan lebih 10 percubaan ke gawang Finland yang membuat penampilan sulung di kejohanan besar tersebut namun mereka gagal meraih jaringan tatkala penjaga gol, Kasper Schmeichel langsung tidak diuji.
Kebuntuan jaringan kekal sehingga kedua-dua pasukan memasuki bilik persalinan selepas perlawanan terhenti lebih satu jam ekoran pemain tengah Denmark, Christian Eriksen rebah secara tiba-tiba pada penghujung separuh babak masa pertama.
Bersambung babak kedua, skuad kendalian Kasper Hjulmand terus menggandakan asakan tetapi pertahanan Finland begitu disiplin bertahan.
Sebaliknya, dengan hanya satu serangan balas pantas, Finland berjaya memecah kebuntuan gol menerusi tandukan Pohjanpalo yang melonjak tinggi menyambut hantaran lintang Jere Urenon pada minit ke-60 untuk meletakan pasukannya mendahului.
Denmark berpeluang menyamakan kedudukan pada minit ke-72 namun peluang keemasan itu dipersiakan pemain tengah, Hjobjerg yang gagal menyempurnakan sepakan penalti untuk menewaskan penjaga gol Finland, Lukas Hradecky. – AGENSI
"
Lukaku pamer ketajaman, benam Rusia;"
SAINT PETERSBURG : Belgium tidak berdepan masalah untuk membuka kempen Euro 2020 dengan kemenangan apabila mudah membenam Rusia 3-0 dalam aksi kumpulan B di Stadium Gazprom, sebentar tadi.
Turun dengan reputasi pasukan di ranking No.1 dunia, Belgium hanya memerlukan 10 minit untuk merobek gawang Rusia menerusi ledakan penyerang sensasi mereka, Romelu Lukaku.
Lukaku meraikan jaringan tersebut dengan berlari menuju ke kamera sambil menjerit :” Chris, Chris, saya sayang anda,” katanya merujuk kepada rakan sepasukannya di Inter Milan, Christian Eriksen yang kini dirawat di hospital.
Gawang Rusia dibolosi buat kali kedua pada minit ke-34 dan kali ini hasil ledakan pertahanan Belgium, Thomas Meunier bagi memastikan skuad kendalian Roberto Martinez selesa mendahului 2-0 sebelum memasuki bilik persalinan.
Lukaku sekali lagi mencetak nama sebagai penjaring untuk gol kedua peribadinya dan ketiga buat Belgium pada minit ke-89 menerusi rembatan kencang dalam kotak penalti.
Kemenangan itu meletakkan Belgium menerajui kumpulan B  dengan kelebihan jaringan di atas Finland yang berada di tangga kedua biarpun berkongsi mata sama.
Belgium akan meneruskan aksi kedua peringkat kumpulan  bertemu Denmark, Jumaat ini. –  AGENSI
"
